JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department_1,Department_2,Department_3,DistanceFromHome,Education,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,EducationField_6,Gender_1,Gender_2,JobLevel,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,JobRole_9,MaritalStatus_1,MaritalStatus_2,MaritalStatus_3,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
3,3,1.0,2.0,3.0,50,2,1,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,29600,1.0,14,3,32.0,2,32,10,7,0
3,3,3.0,3.0,2.0,38,1,0,1,0,5,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,63490,0.0,11,0,20.0,3,19,1,9,0
3,3,2.0,4.0,3.0,55,1,0,1,0,1,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,67990,3.0,11,0,12.0,2,10,0,8,0
2,3,2.0,2.0,2.0,40,1,1,0,0,6,3,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,104820,1.0,11,1,21.0,6,21,12,8,0
4,3,3.0,4.0,3.0,46,1,1,0,0,3,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,42720,7.0,13,0,24.0,3,2,2,2,0
2,3,1.0,3.0,3.0,39,1,1,0,0,1,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,23400,0.0,11,1,9.0,2,8,0,7,0
3,4,1.0,4.0,3.0,43,2,1,0,0,8,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,36000,1.0,23,0,7.0,2,7,7,7,0
3,4,3.0,1.0,3.0,34,1,1,0,0,9,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,48760,2.0,21,1,14.0,3,11,5,8,0
2,4,3.0,4.0,3.0,31,1,1,0,0,9,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,161240,2.0,23,1,8.0,2,5,1,4,0
2,3,1.0,3.0,3.0,26,1,0,1,0,9,4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,26930,5.0,17,3,8.0,3,0,0,0,0
3,3,3.0,1.0,3.0,30,1,1,0,0,7,3,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,23130,2.0,11,0,12.0,5,7,1,7,0
2,4,4.0,3.0,2.0,47,2,0,1,0,27,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,54410,9.0,22,1,28.0,6,22,11,13,0
3,3,1.0,4.0,3.0,33,2,1,0,0,29,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,31800,1.0,14,1,15.0,2,15,8,12,0
3,3,4.0,1.0,3.0,33,2,0,0,1,10,3,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,27000,0.0,14,3,5.0,2,4,0,3,0
3,3,1.0,3.0,3.0,51,1,0,1,0,3,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,190490,7.0,14,1,23.0,2,20,15,15,0
3,3,1.0,3.0,3.0,41,1,1,0,0,7,4,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,68420,4.0,12,1,13.0,3,9,1,8,0
3,4,3.0,4.0,1.0,33,2,0,1,0,8,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,90690,3.0,25,1,15.0,3,13,4,7,0
2,3,3.0,1.0,4.0,55,0,0,1,0,2,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,75470,7.0,16,0,31.0,2,9,6,2,0
3,3,2.0,4.0,3.0,33,1,0,1,0,1,4,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,44650,0.0,13,0,6.0,3,5,1,4,0
3,4,1.0,4.0,3.0,42,2,0,1,0,8,4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,60620,1.0,22,2,12.0,2,12,5,8,0
3,3,1.0,4.0,3.0,36,2,0,1,0,6,3,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,47710,4.0,13,1,16.0,2,13,1,12,0
3,3,1.0,3.0,3.0,58,2,0,1,0,10,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,29360,2.0,13,1,23.0,3,2,2,2,0
3,3,4.0,4.0,3.0,54,1,0,1,0,9,4,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,20930,3.0,19,0,36.0,2,10,0,9,0
3,3,2.0,2.0,3.0,44,1,0,1,0,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,42620,7.0,18,0,26.0,2,22,3,10,0
2,4,3.0,3.0,2.0,56,0,0,1,0,8,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,54670,1.0,20,0,13.0,6,13,1,9,0
2,3,3.0,1.0,3.0,28,1,0,1,0,7,3,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,119570,1.0,13,0,10.0,2,10,1,8,0
3,3,4.0,1.0,2.0,37,1,0,1,0,10,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,133410,1.0,14,1,18.0,3,18,12,17,0
3,4,4.0,4.0,2.0,58,1,1,0,0,5,3,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,21540,4.0,21,1,29.0,3,1,0,0,0
1,3,2.0,3.0,3.0,42,1,0,1,0,4,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,89260,1.0,14,0,20.0,4,20,11,6,0
3,4,3.0,4.0,2.0,46,1,0,1,0,1,4,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,99570,4.0,20,0,13.0,1,10,0,3,0
3,3,3.0,4.0,1.0,57,1,0,1,0,3,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,20130,3.0,14,1,12.0,5,5,1,4,0
3,4,4.0,1.0,3.0,31,2,0,1,0,7,3,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,36170,7.0,21,1,10.0,5,5,0,3,0
3,3,4.0,4.0,3.0,43,2,0,1,0,26,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,135490,3.0,11,2,7.0,3,2,2,2,0
2,3,3.0,2.0,2.0,40,2,0,1,0,6,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,60770,1.0,16,2,22.0,2,22,11,11,0
2,4,1.0,3.0,1.0,46,1,1,0,0,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,67120,6.0,21,1,26.0,3,3,0,1,0
2,3,4.0,3.0,3.0,35,1,0,1,0,9,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,31400,1.0,13,1,17.0,2,17,5,15,0
3,3,2.0,3.0,3.0,51,1,0,1,0,1,3,0,1,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,80080,2.0,15,1,10.0,4,1,0,0,0
2,3,2.0,3.0,2.0,26,1,0,1,0,26,2,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,68120,1.0,13,0,1.0,2,1,1,0,0
2,3,4.0,3.0,2.0,31,0,0,1,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,195130,1.0,12,1,10.0,1,10,9,6,0
3,3,3.0,2.0,3.0,49,1,0,1,0,7,3,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,50940,3.0,15,0,29.0,5,8,0,7,0
3,3,1.0,2.0,3.0,50,2,1,0,0,2,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,29600,1.0,14,3,32.0,2,32,10,7,0
2,3,2.0,1.0,3.0,41,1,0,1,0,7,3,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,27820,1.0,14,0,10.0,2,10,0,7,0
2,3,3.0,2.0,2.0,40,2,0,1,0,6,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,60770,1.0,16,2,22.0,2,22,11,11,0
3,3,3.0,2.0,4.0,34,2,1,0,0,1,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,24000,4.0,18,1,14.0,3,10,1,8,0
4,3,3.0,1.0,3.0,41,1,0,1,0,10,4,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,57430,2.0,12,3,7.0,2,5,1,4,0
2,3,2.0,4.0,3.0,42,2,1,0,0,13,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,22880,5.0,16,1,8.0,4,2,2,2,0
2,3,2.0,1.0,3.0,42,1,0,1,0,2,3,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,1,110310,3.0,12,1,8.0,2,5,1,2,0
3,3,3.0,2.0,3.0,27,0,0,1,0,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,168230,0.0,17,0,6.0,3,5,1,4,0
3,3,3.0,4.0,3.0,32,1,0,1,0,18,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,63770,1.0,12,2,14.0,3,14,5,7,0
2,4,1.0,1.0,2.0,54,1,0,0,1,9,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,63230,4.0,23,1,24.0,2,4,1,2,0
4,3,4.0,2.0,3.0,28,1,0,1,0,10,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,52100,1.0,15,0,1.0,1,1,0,0,0
2,3,4.0,2.0,3.0,33,2,1,0,0,9,3,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,46490,0.0,12,0,4.0,2,3,0,2,0
3,3,1.0,4.0,1.0,34,1,0,1,0,3,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,20440,1.0,11,0,1.0,2,1,0,0,0
1,4,2.0,3.0,3.0,39,2,0,1,0,26,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,30670,1.0,20,1,21.0,5,21,1,6,0
2,3,3.0,4.0,4.0,60,1,1,0,0,17,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,40250,3.0,13,1,19.0,5,1,0,0,0
2,3,2.0,3.0,3.0,38,1,1,0,0,20,4,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,20290,3.0,11,1,20.0,3,18,1,11,0
3,3,4.0,3.0,3.0,42,0,0,1,0,10,4,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,61510,1.0,13,1,20.0,3,20,3,7,0
2,3,3.0,4.0,3.0,39,2,0,1,0,2,1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,51550,2.0,18,1,7.0,3,2,2,2,0
2,3,3.0,2.0,3.0,55,1,1,0,0,9,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,119160,4.0,15,1,35.0,3,10,1,4,0
3,3,4.0,1.0,2.0,28,1,1,0,0,1,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,20330,2.0,15,1,5.0,5,3,1,2,0
4,3,4.0,1.0,3.0,39,2,1,0,0,11,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,160150,1.0,11,0,21.0,3,21,2,8,0
3,3,3.0,3.0,3.0,54,1,0,1,0,2,4,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,89380,7.0,11,3,19.0,2,1,0,0,0
3,4,4.0,3.0,3.0,27,2,1,0,0,24,3,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,31720,1.0,20,1,9.0,1,9,1,7,0
2,3,3.0,2.0,3.0,46,1,0,1,0,6,3,0,0,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,46150,6.0,12,0,19.0,3,10,0,9,0
2,3,4.0,1.0,2.0,41,2,1,0,0,10,2,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,79450,4.0,12,1,21.0,6,7,7,7,0
3,4,4.0,4.0,4.0,18,0,0,1,0,1,4,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,27200,1.0,22,1,0.0,2,0,0,0,0
2,3,2.0,4.0,3.0,36,1,0,0,1,2,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,79180,2.0,12,2,8.0,3,6,0,1,0
3,3,1.0,4.0,4.0,31,1,1,0,0,1,3,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,64650,4.0,17,0,13.0,3,7,5,7,0
3,3,4.0,2.0,3.0,36,1,1,0,0,2,3,0,0,0,0,1,0,1,0,5,0,0,0,0,0,1,0,0,0,1,0,0,22900,4.0,11,0,15.0,5,1,0,0,0
3,3,3.0,1.0,3.0,33,1,1,0,0,2,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,59140,3.0,16,1,6.0,4,3,0,2,0
3,3,4.0,1.0,3.0,30,1,1,0,0,3,3,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,1,51210,7.0,13,0,8.0,4,3,0,2,0
3,3,2.0,4.0,3.0,33,1,0,1,0,1,4,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,1,0,44650,0.0,13,0,6.0,3,5,1,4,0
3,3,3.0,3.0,2.0,27,0,0,1,0,2,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,139660,1.0,19,0,1.0,1,1,0,1,0
3,3,1.0,2.0,3.0,43,1,1,0,0,10,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,46170,1.0,11,0,25.0,2,25,3,9,0
2,3,4.0,4.0,3.0,41,1,0,1,0,1,3,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,68830,3.0,19,2,16.0,3,1,0,0,0
3,3,3.0,1.0,2.0,49,1,0,1,0,1,4,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,69490,1.0,14,1,10.0,2,9,1,4,0
3,3,3.0,2.0,3.0,29,1,0,1,0,28,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,48410,0.0,11,0,6.0,3,5,0,4,0
3,3,1.0,1.0,3.0,42,2,0,0,1,8,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,106480,3.0,13,1,20.0,1,1,0,0,0
3,4,4.0,3.0,3.0,40,1,0,1,0,11,3,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,70050,1.0,20,2,21.0,2,20,9,9,0
3,3,3.0,3.0,3.0,40,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,42860,9.0,15,0,6.0,6,4,0,0,0
4,3,2.0,3.0,3.0,43,2,1,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,32110,4.0,13,0,18.0,2,3,1,2,0
2,3,2.0,3.0,3.0,40,1,1,0,0,6,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,26470,6.0,13,0,20.0,2,1,0,0,0
3,3,2.0,3.0,3.0,50,1,1,0,0,10,4,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,47870,0.0,12,0,28.0,3,27,15,7,0
3,3,2.0,1.0,3.0,45,1,1,0,0,10,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,38330,2.0,14,0,24.0,1,7,0,7,0
3,3,3.0,1.0,3.0,30,0,0,1,0,2,4,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,51310,0.0,15,1,10.0,2,9,7,8,0
3,3,1.0,4.0,2.0,32,1,0,1,0,7,3,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,24720,7.0,13,0,10.0,2,7,0,7,0
3,3,3.0,2.0,3.0,49,1,0,1,0,7,3,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,50940,3.0,15,0,29.0,5,8,0,7,0
2,3,3.0,1.0,3.0,35,1,0,0,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,63880,3.0,13,0,4.0,6,2,2,2,0
2,3,4.0,3.0,2.0,43,1,1,0,0,9,5,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12740,1.0,19,0,6.0,3,5,1,4,0
3,3,1.0,3.0,2.0,51,1,1,0,0,16,3,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,94390,2.0,15,3,29.0,0,20,4,17,0
2,3,4.0,4.0,3.0,34,1,0,1,0,26,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,52370,1.0,19,1,10.0,3,10,5,7,0
2,3,1.0,4.0,2.0,40,1,0,1,0,1,4,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,50710,8.0,17,1,8.0,3,1,0,0,0
2,3,3.0,3.0,3.0,34,1,0,1,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,64100,1.0,13,1,1.0,5,1,0,0,0
4,3,2.0,3.0,3.0,47,2,1,0,0,1,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,68340,3.0,16,1,5.0,2,0,0,0,0
3,3,3.0,4.0,3.0,35,1,0,0,1,14,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,79880,1.0,18,0,4.0,3,4,1,1,0
1,3,3.0,3.0,3.0,50,1,0,1,0,8,4,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,49410,5.0,11,1,30.0,3,4,0,3,0
2,3,3.0,1.0,3.0,34,1,1,0,0,13,4,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,74910,0.0,14,1,4.0,3,3,0,2,0
3,3,3.0,2.0,2.0,32,1,0,1,0,1,4,0,0,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,0,191890,0.0,12,1,4.0,3,3,1,2,0
3,3,2.0,4.0,3.0,35,1,0,1,0,10,5,0,0,1,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,134580,1.0,11,0,17.0,3,17,11,8,0
2,3,2.0,4.0,3.0,38,1,0,1,0,8,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,25140,3.0,11,0,15.0,2,1,1,0,0
2,3,2.0,2.0,3.0,36,1,0,1,0,8,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,59150,2.0,13,1,13.0,3,3,0,2,0
2,3,4.0,1.0,3.0,29,1,0,1,0,5,5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,105020,3.0,12,0,11.0,4,3,1,2,0
3,3,4.0,3.0,3.0,36,0,0,1,0,8,4,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,103880,0.0,14,0,4.0,2,3,1,2,0
3,3,4.0,1.0,2.0,37,1,0,1,0,10,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,133410,1.0,14,1,18.0,3,18,12,17,0
3,3,2.0,2.0,2.0,37,1,0,1,0,1,4,0,0,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,39440,6.0,11,2,8.0,3,6,4,3,0
2,3,2.0,2.0,3.0,32,2,0,1,0,12,5,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,95470,1.0,13,1,10.0,3,10,5,3,0
2,3,1.0,3.0,1.0,28,1,1,0,0,8,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,163070,1.0,16,0,1.0,3,1,0,0,0
3,3,1.0,4.0,3.0,46,2,0,1,0,20,3,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,40350,4.0,14,1,14.0,2,9,0,8,0
3,4,4.0,1.0,2.0,27,2,0,1,0,16,4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,49980,0.0,20,2,8.0,3,7,7,3,0
3,3,4.0,1.0,3.0,36,1,0,1,0,2,2,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,114160,6.0,16,0,13.0,2,5,0,4,0
2,4,4.0,2.0,4.0,36,1,0,1,0,16,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,67350,8.0,25,2,16.0,3,13,3,7,0
3,4,3.0,4.0,2.0,39,1,1,0,0,5,4,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,21050,0.0,20,0,19.0,3,18,3,7,0
3,3,2.0,2.0,1.0,45,1,1,0,0,1,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,25800,8.0,17,3,20.0,3,17,0,15,0
3,3,2.0,3.0,2.0,33,0,0,1,0,1,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,140260,1.0,12,0,1.0,4,1,0,0,0
3,3,1.0,3.0,3.0,39,0,0,1,0,8,5,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,188240,6.0,19,1,10.0,4,3,1,2,0
3,3,4.0,3.0,2.0,28,2,0,1,0,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,55770,0.0,19,0,5.0,3,4,0,2,0
3,3,3.0,2.0,3.0,42,1,0,1,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,106850,4.0,11,3,4.0,2,1,0,0,0
3,3,2.0,1.0,2.0,44,1,0,1,0,1,1,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,15630,5.0,12,2,9.0,3,4,1,3,0
1,3,1.0,4.0,3.0,27,1,1,0,0,9,3,0,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,1,0,59930,0.0,14,1,5.0,3,4,1,1,0
2,3,1.0,3.0,3.0,23,1,0,1,0,2,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,49360,0.0,19,1,5.0,2,4,1,2,0
3,3,3.0,4.0,1.0,30,1,0,1,0,21,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,104350,0.0,11,0,12.0,5,11,4,7,0
1,3,2.0,3.0,3.0,27,1,1,0,0,10,4,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,194190,7.0,14,1,5.0,2,3,0,2,0
3,3,4.0,2.0,2.0,32,1,0,1,0,5,4,0,0,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,50030,0.0,13,0,10.0,5,9,1,6,0
4,3,2.0,2.0,3.0,35,2,0,1,0,1,3,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,22750,5.0,13,0,10.0,2,6,1,2,0
3,3,1.0,2.0,3.0,55,1,0,1,0,1,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,120310,3.0,11,0,37.0,5,10,7,7,0
2,3,2.0,3.0,3.0,38,1,1,0,0,20,4,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,20290,3.0,11,1,20.0,3,18,1,11,0
3,3,3.0,2.0,2.0,37,1,0,1,0,19,2,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,27030,2.0,14,0,19.0,2,10,4,7,0
2,3,2.0,1.0,3.0,43,1,0,1,0,25,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,61320,6.0,13,0,22.0,3,4,1,0,0
4,3,2.0,2.0,3.0,39,1,1,0,0,6,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,51750,4.0,17,1,9.0,2,2,2,2,0
4,3,2.0,3.0,3.0,31,2,0,1,0,7,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,24370,9.0,14,1,9.0,3,2,2,2,0
3,3,4.0,1.0,2.0,42,1,0,1,0,5,3,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,53900,1.0,14,0,10.0,3,10,5,8,0
1,4,2.0,2.0,3.0,40,1,0,1,0,14,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,33480,3.0,22,0,7.0,2,4,0,3,0
3,3,3.0,1.0,3.0,48,1,0,1,0,24,3,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,16010,4.0,12,0,15.0,3,2,2,2,0
4,3,4.0,1.0,1.0,48,1,0,1,0,8,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,53760,7.0,13,1,21.0,3,3,0,2,0
4,3,2.0,4.0,3.0,42,1,1,0,0,21,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,22010,4.0,12,1,16.0,3,1,0,0,0
4,3,4.0,3.0,4.0,42,1,0,1,0,23,4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,23730,6.0,14,1,21.0,3,1,0,0,0
2,3,4.0,2.0,3.0,40,1,0,1,0,6,2,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,43320,7.0,14,2,8.0,3,5,1,3,0
3,3,3.0,4.0,4.0,33,1,0,1,0,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,24400,0.0,18,3,4.0,4,3,0,2,0
3,3,4.0,3.0,3.0,23,1,0,1,0,7,2,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,105520,2.0,11,0,4.0,2,2,2,2,0
3,3,4.0,3.0,3.0,41,1,0,1,0,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,72600,1.0,16,0,22.0,2,22,2,10,0
