JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department_1,Department_2,Department_3,DistanceFromHome,Education,EducationField_1,EducationField_2,EducationField_3,EducationField_4,EducationField_5,EducationField_6,Gender_1,Gender_2,JobLevel,JobRole_1,JobRole_2,JobRole_3,JobRole_4,JobRole_5,JobRole_6,JobRole_7,JobRole_8,JobRole_9,MaritalStatus_1,MaritalStatus_2,MaritalStatus_3,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
3,4,2.0,4.0,4.0,38,0,1,0,1,0,3,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,44900,2.0,21,1,10.0,1,5,0,3
2,3,2.0,4.0,3.0,49,0,2,1,0,0,11,4,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,35060,3.0,11,1,28.0,4,5,4,3
3,3,2.0,4.0,3.0,42,0,1,1,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,23720,3.0,12,1,14.0,3,0,0,0
3,3,1.0,2.0,3.0,27,1,2,1,0,0,8,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,102310,1.0,13,1,1.0,2,1,0,0
3,3,2.0,1.0,1.0,35,0,1,0,1,0,25,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,54100,0.0,18,0,6.0,4,5,0,4
3,3,3.0,3.0,2.0,28,0,0,0,1,0,21,1,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,79780,1.0,16,2,5.0,2,5,1,4
4,3,3.0,1.0,4.0,31,0,0,1,0,0,23,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,38670,1.0,11,1,4.0,4,4,2,3
1,3,1.0,2.0,3.0,36,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,28380,1.0,19,2,5.0,5,5,0,2
3,3,1.0,4.0,2.0,34,0,1,1,0,0,2,3,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,46950,1.0,16,1,14.0,2,14,2,1
2,3,4.0,3.0,2.0,34,0,1,0,1,0,19,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,33390,1.0,16,0,9.0,2,8,1,1
4,3,3.0,1.0,2.0,26,0,1,0,1,0,2,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,20800,0.0,13,0,8.0,6,7,7,6
4,4,1.0,1.0,2.0,29,0,1,0,1,0,2,4,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,20960,0.0,22,0,6.0,2,5,0,2
4,3,3.0,4.0,3.0,32,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,62090,5.0,17,1,9.0,5,5,1,2
3,3,4.0,1.0,3.0,31,0,2,0,1,0,25,5,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,180610,1.0,14,1,10.0,2,10,8,7
2,3,3.0,4.0,2.0,28,1,1,1,0,0,7,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,171230,5.0,15,1,6.0,2,4,0,3
2,3,1.0,1.0,2.0,38,0,1,0,1,0,9,2,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,23720,4.0,12,0,20.0,3,1,0,0
1,3,3.0,4.0,3.0,35,0,1,0,1,0,5,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,48830,1.0,18,1,10.0,1,10,0,9
3,3,4.0,4.0,3.0,27,0,1,1,0,0,2,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,39040,1.0,15,0,7.0,2,7,0,7
2,3,4.0,4.0,3.0,32,0,1,0,1,0,8,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,46270,8.0,17,1,8.0,2,1,0,0
3,3,1.0,4.0,3.0,31,1,2,0,1,0,2,1,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,70940,1.0,14,1,10.0,2,10,0,8
3,3,1.0,1.0,2.0,53,1,1,0,1,0,18,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,34230,6.0,15,1,15.0,4,2,2,2
3,3,1.0,3.0,2.0,54,0,1,0,1,0,14,3,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,66740,3.0,17,1,9.0,2,4,2,3
3,3,4.0,3.0,3.0,33,0,2,0,1,0,2,4,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,168800,1.0,14,3,9.0,2,9,2,8
3,3,1.0,3.0,3.0,43,0,1,0,1,0,3,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,90940,1.0,12,1,10.0,0,10,0,9
2,3,4.0,2.0,3.0,38,0,2,0,1,0,2,5,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,84460,0.0,14,0,7.0,3,6,1,2
2,3,3.0,2.0,3.0,55,0,1,1,0,0,9,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,119160,4.0,15,1,35.0,3,10,1,4
3,3,4.0,4.0,3.0,31,0,1,1,0,0,6,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,45340,1.0,13,0,1.0,2,1,0,0
2,3,2.0,1.0,3.0,39,0,1,0,1,0,4,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,98520,0.0,12,1,21.0,5,20,11,10
3,3,4.0,3.0,3.0,42,0,0,0,1,0,10,4,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,61510,1.0,13,1,20.0,3,20,3,7
3,3,3.0,3.0,4.0,31,0,0,0,1,0,14,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,23020,4.0,14,0,13.0,3,11,4,8
4,3,3.0,1.0,3.0,54,0,1,0,1,0,1,3,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,23620,6.0,13,1,9.0,2,5,1,4
1,3,2.0,3.0,2.0,24,0,1,0,1,0,5,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,178610,1.0,11,2,4.0,5,4,1,2
3,3,4.0,4.0,4.0,23,0,1,0,1,0,7,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,191870,1.0,11,1,5.0,2,5,1,4
2,4,4.0,3.0,4.0,40,0,2,0,1,0,21,3,0,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,197170,1.0,21,0,10.0,1,10,9,4
2,3,2.0,2.0,3.0,40,0,1,0,1,0,8,1,0,0,1,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,35440,3.0,18,3,15.0,3,11,5,10
3,3,3.0,2.0,3.0,25,0,1,1,0,0,20,5,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,85000,4.0,12,0,6.0,2,2,1,2
2,3,4.0,2.0,2.0,30,0,1,0,0,1,20,4,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,46610,1.0,11,0,12.0,3,12,1,7
3,3,4.0,3.0,2.0,25,0,1,0,1,0,7,2,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,1,41030,6.0,15,1,7.0,2,2,0,2
2,3,1.0,3.0,3.0,47,0,1,0,1,0,1,4,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,42490,2.0,13,1,25.0,2,17,12,11
3,3,2.0,3.0,2.0,33,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,140260,1.0,12,0,1.0,4,1,0,0
3,3,4.0,2.0,3.0,38,0,1,0,1,0,19,3,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,68930,0.0,17,0,16.0,3,15,5,8
3,3,1.0,3.0,3.0,31,0,1,0,1,0,10,4,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,61250,0.0,13,1,3.0,3,2,1,2
3,3,1.0,3.0,3.0,38,0,2,0,1,0,1,4,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,36690,2.0,19,0,10.0,2,8,7,7
1,3,4.0,1.0,2.0,42,0,1,0,1,0,6,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,100080,6.0,19,1,9.0,3,4,1,2
1,3,4.0,4.0,3.0,41,0,1,1,0,0,2,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,23870,3.0,17,1,12.0,1,5,1,0
2,3,3.0,2.0,1.0,47,0,0,0,1,0,21,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,46390,0.0,11,1,14.0,2,13,5,12
2,3,4.0,3.0,3.0,35,0,1,0,1,0,4,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,78980,7.0,15,0,5.0,2,2,2,2
3,3,4.0,3.0,4.0,22,0,1,0,0,1,12,1,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,25340,0.0,11,0,4.0,1,3,1,2
3,4,2.0,3.0,3.0,35,0,1,0,1,0,9,3,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,131420,1.0,25,2,10.0,4,10,0,8
2,3,2.0,4.0,3.0,33,0,1,1,0,0,3,4,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,16110,0.0,14,0,10.0,2,9,8,1
3,3,3.0,2.0,3.0,32,0,1,0,1,0,3,2,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,53630,1.0,13,0,6.0,4,6,4,1
2,3,1.0,4.0,2.0,40,0,1,0,1,0,1,4,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,50710,8.0,17,1,8.0,3,1,0,0
3,3,2.0,2.0,3.0,32,0,1,0,1,0,1,2,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,136950,0.0,13,0,3.0,3,2,2,2
3,3,1.0,4.0,3.0,39,0,1,0,1,0,4,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,134020,7.0,14,1,18.0,1,7,1,7
2,3,2.0,3.0,3.0,38,0,1,1,0,0,20,4,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,20290,3.0,11,1,20.0,3,18,1,11
3,3,3.0,4.0,3.0,32,0,1,0,1,0,18,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,63770,1.0,12,2,14.0,3,14,5,7
3,3,3.0,4.0,3.0,37,0,1,0,1,0,1,3,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,54290,1.0,17,1,16.0,3,16,6,8
3,4,1.0,3.0,2.0,25,0,1,0,1,0,2,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,27850,0.0,21,0,6.0,2,5,0,4
3,3,1.0,4.0,2.0,52,0,0,0,1,0,2,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,46140,2.0,16,1,16.0,3,9,0,0
3,3,2.0,4.0,3.0,44,0,1,0,1,0,8,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,26100,6.0,15,0,6.0,2,4,1,2
3,3,3.0,1.0,3.0,21,0,1,1,0,0,10,5,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,66870,1.0,19,3,2.0,0,2,1,2
4,3,4.0,4.0,2.0,39,0,0,0,1,0,3,4,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,47240,2.0,12,1,21.0,4,6,1,3
3,3,4.0,1.0,2.0,23,1,2,0,1,0,2,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,61790,1.0,11,0,1.0,3,1,1,0
3,3,1.0,4.0,3.0,36,0,1,0,1,0,24,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,61200,0.0,19,0,10.0,2,9,3,4
2,3,4.0,2.0,3.0,36,0,2,0,1,0,16,1,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,105960,7.0,15,0,18.0,3,4,0,2
2,4,3.0,3.0,2.0,56,0,0,0,1,0,8,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,54670,1.0,20,0,13.0,6,13,1,9
3,4,1.0,4.0,4.0,29,1,1,0,1,0,9,4,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,29960,9.0,25,0,4.0,4,2,2,2
2,4,1.0,3.0,2.0,42,0,1,0,1,0,17,1,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,99980,5.0,24,2,24.0,3,22,4,14
3,4,4.0,3.0,1.0,56,1,1,1,0,0,10,4,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,40780,8.0,24,1,14.0,3,10,9,8
4,3,1.0,2.0,3.0,41,0,1,0,1,0,13,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,109200,0.0,15,1,21.0,3,20,0,10
3,3,4.0,3.0,3.0,34,0,1,1,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,62320,1.0,13,1,8.0,3,8,1,7
3,3,4.0,4.0,2.0,36,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,132470,1.0,14,0,15.0,3,15,11,11
3,3,3.0,2.0,3.0,41,0,1,0,1,0,1,5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,40810,2.0,13,0,14.0,3,5,0,4
3,3,4.0,1.0,3.0,32,0,1,1,0,0,9,4,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,57690,1.0,11,0,4.0,3,4,1,2
3,3,3.0,4.0,3.0,35,0,1,0,1,0,16,3,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,23940,1.0,16,1,9.0,3,9,1,7
2,4,1.0,4.0,3.0,38,0,1,0,1,0,23,3,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,39040,1.0,22,0,10.0,3,10,1,9
2,3,2.0,3.0,3.0,50,1,2,1,0,0,4,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,167990,7.0,14,1,12.0,2,6,0,1
2,3,2.0,4.0,2.0,36,0,1,0,1,0,22,4,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,29500,4.0,14,0,8.0,1,6,0,0
4,3,4.0,3.0,3.0,45,0,1,1,0,0,24,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,36290,8.0,16,1,8.0,2,5,0,1
3,3,3.0,3.0,3.0,40,0,1,1,0,0,10,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,93620,2.0,11,1,8.0,6,2,2,2
2,4,3.0,3.0,4.0,35,0,2,1,0,0,7,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,32290,1.0,25,0,10.0,2,10,0,2
3,3,3.0,3.0,3.0,40,0,1,0,1,0,17,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,35780,2.0,14,1,20.0,2,5,0,2
3,3,3.0,4.0,3.0,35,0,1,0,0,1,14,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,79880,1.0,18,0,4.0,3,4,1,1
2,3,4.0,2.0,3.0,29,0,1,0,1,0,1,3,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,42840,4.0,11,0,10.0,5,4,0,3
3,3,4.0,1.0,1.0,29,0,1,0,1,0,5,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,75530,1.0,19,0,5.0,3,5,0,4
3,3,4.0,1.0,3.0,50,1,1,0,1,0,17,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,173280,4.0,15,2,20.0,1,3,2,0
4,3,2.0,4.0,2.0,39,0,1,1,0,0,25,3,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,197010,0.0,11,0,21.0,3,20,9,6
3,3,2.0,1.0,3.0,31,0,0,0,1,0,8,4,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,147320,0.0,12,0,10.0,3,9,1,7
3,4,4.0,3.0,3.0,26,0,1,0,1,0,11,4,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,92780,0.0,20,0,5.0,3,4,0,0
3,3,3.0,4.0,3.0,36,0,2,0,1,0,5,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,13590,4.0,12,0,17.0,2,5,0,3
3,3,4.0,1.0,3.0,39,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,47790,4.0,14,2,9.0,3,7,1,7
3,4,2.0,2.0,3.0,27,0,1,0,1,0,8,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,164220,1.0,20,1,6.0,3,6,0,3
2,3,4.0,2.0,2.0,49,0,2,0,1,0,6,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,29960,2.0,18,1,17.0,2,9,0,8
3,3,2.0,3.0,4.0,34,0,1,1,0,0,4,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,12610,2.0,14,1,6.0,6,4,1,2
3,3,2.0,4.0,1.0,41,1,1,0,1,0,7,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,20990,8.0,12,1,8.0,2,6,0,5
3,4,3.0,2.0,3.0,49,0,2,1,0,0,1,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,58100,1.0,21,1,10.0,2,10,1,7
3,3,4.0,3.0,3.0,37,1,1,0,1,0,2,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,56470,6.0,19,0,7.0,2,0,0,0
3,3,4.0,3.0,3.0,33,0,2,0,1,0,10,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,34200,1.0,14,0,8.0,3,8,3,0
2,3,1.0,2.0,3.0,27,0,1,1,0,0,5,4,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,44000,9.0,17,1,6.0,3,2,2,2
2,3,4.0,4.0,2.0,32,0,2,0,1,0,9,2,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,35000,0.0,16,1,8.0,2,7,3,6
3,3,3.0,1.0,2.0,59,0,1,1,0,0,2,2,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,1,0,1,0,0,20660,4.0,12,1,12.0,3,1,0,0
3,3,4.0,3.0,3.0,30,0,1,0,1,0,11,4,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,171690,1.0,17,2,1.0,2,1,0,0
3,3,4.0,3.0,3.0,38,0,2,1,0,0,18,4,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,41620,0.0,15,1,10.0,1,9,1,8
3,4,3.0,3.0,2.0,36,0,1,0,1,0,7,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,92040,6.0,23,1,17.0,2,7,7,7
3,3,1.0,2.0,3.0,35,0,1,0,0,1,3,4,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,32940,0.0,11,0,6.0,2,5,0,3
2,3,4.0,3.0,3.0,29,0,1,1,0,0,29,4,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,21270,0.0,11,1,10.0,3,9,0,8
3,3,1.0,3.0,2.0,31,0,1,0,1,0,2,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,39750,1.0,15,1,5.0,3,5,4,3
2,3,2.0,4.0,3.0,34,0,1,0,1,0,28,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,107930,0.0,11,3,3.0,1,2,1,2
4,3,2.0,1.0,3.0,29,0,1,0,1,0,16,2,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,36460,1.0,14,0,10.0,3,10,8,8
3,3,1.0,2.0,2.0,32,0,1,0,0,1,22,3,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,74460,0.0,19,0,7.0,3,6,0,5
4,3,4.0,4.0,2.0,22,0,0,0,1,0,8,3,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,108510,1.0,16,1,1.0,2,1,0,0
3,3,1.0,4.0,3.0,53,0,1,0,1,0,11,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,21090,2.0,13,0,31.0,3,25,3,7
3,3,4.0,4.0,3.0,38,0,1,0,1,0,29,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,37220,5.0,14,0,6.0,0,3,1,2
2,3,1.0,3.0,2.0,24,0,0,0,1,0,1,5,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,93800,0.0,16,0,5.0,2,4,1,3
3,3,3.0,1.0,3.0,36,1,1,0,1,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,54860,7.0,12,1,10.0,2,5,0,3
3,3,1.0,2.0,3.0,34,0,1,1,0,0,24,3,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,27420,0.0,11,1,13.0,2,12,2,11
3,3,3.0,4.0,3.0,21,0,1,1,0,0,2,3,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,137570,1.0,12,1,0.0,3,0,0,0
1,3,2.0,1.0,3.0,34,1,1,1,0,0,15,2,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,84630,2.0,13,0,8.0,2,4,1,3
3,3,2.0,1.0,3.0,32,1,2,0,1,0,10,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,165980,1.0,13,0,10.0,2,10,6,7
3,3,1.0,4.0,3.0,44,0,1,0,1,0,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,23450,3.0,15,2,24.0,0,22,5,17
1,3,2.0,1.0,2.0,46,0,1,1,0,0,2,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,34200,3.0,13,2,22.0,3,2,2,1
3,3,3.0,4.0,3.0,33,0,1,1,0,0,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,43730,4.0,14,0,7.0,3,1,0,0
3,4,4.0,4.0,4.0,44,0,1,0,0,1,26,3,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,0,47590,2.0,21,0,9.0,2,4,1,3
3,3,4.0,3.0,3.0,30,0,1,0,1,0,1,4,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,53010,1.0,16,1,10.0,3,10,1,8
3,3,4.0,4.0,4.0,39,1,1,0,0,1,1,4,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,36730,3.0,14,1,19.0,3,1,0,0
2,3,2.0,4.0,2.0,24,1,1,0,0,1,2,5,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,0,0,47680,2.0,11,1,6.0,2,2,2,0
2,3,4.0,3.0,2.0,43,0,1,1,0,0,9,5,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12740,1.0,19,0,6.0,3,5,1,4
2,3,1.0,3.0,3.0,50,1,1,0,1,0,12,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,49000,1.0,11,0,3.0,3,3,0,2
3,3,4.0,4.0,3.0,35,0,1,1,0,0,2,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,104660,1.0,13,0,2.0,1,2,2,2
2,3,2.0,1.0,4.0,36,0,1,0,1,0,25,1,1,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,170070,9.0,12,1,6.0,2,1,0,0
2,3,3.0,1.0,3.0,33,0,2,1,0,0,9,2,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,29090,2.0,11,0,10.0,2,5,1,3
3,3,3.0,4.0,3.0,35,0,1,0,1,0,10,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,57650,1.0,14,1,1.0,2,1,0,0
2,3,4.0,1.0,3.0,27,0,1,1,0,0,8,2,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,45990,1.0,15,1,1.0,3,1,0,0
3,3,1.0,3.0,2.0,26,1,1,1,0,0,4,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,24040,1.0,12,0,1.0,6,1,0,1
3,4,4.0,3.0,3.0,27,0,2,1,0,0,24,3,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,31720,1.0,20,1,9.0,1,9,1,7
1,3,3.0,4.0,3.0,30,0,2,0,1,0,1,4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,20330,1.0,14,1,12.0,3,12,3,7
3,3,2.0,3.0,3.0,41,1,1,1,0,0,20,4,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,102090,1.0,13,1,23.0,2,22,15,8
2,3,2.0,3.0,3.0,34,0,0,0,1,0,7,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,86200,0.0,13,1,10.0,2,9,8,7
2,3,2.0,2.0,3.0,37,0,1,0,1,0,17,3,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,20640,4.0,16,0,8.0,3,1,0,0
3,3,1.0,4.0,3.0,46,0,2,0,1,0,20,3,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,40350,4.0,14,1,14.0,2,9,0,8
